rank,listing_type,id,name,author,author_alias,attribution_link,download_change,adjusted_download_change,current_total,adjusted_current_total,baseline_total,adjusted_baseline_total,latest_snapshot,baseline_snapshot
156,map,buffalo-ny,Buffalo,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,21,21,198,198,177,177,snapshot_2026_09_26.json,snapshot_2026_08_27.json
157,map,colorado-ski-country,Colorado Ski Country,soccerjonj,soccerjonj,https://github.com/soccerjonj,21,21,198,198,177,177,snapshot_2026_09_26.json,snapshot_2026_08_27.json
158,map,louisville,Louisville,soccerjonj,soccerjonj,https://github.com/soccerjonj,21,21,193,193,172,172,snapshot_2026_09_26.json,snapshot_2026_08_27.json
159,map,mfn-northwestar,Northwest Arkansas,crumpetime,muffintime,https://github.com/crumpetime,21,21,168,168,147,147,snapshot_2026_09_26.json,snapshot_2026_08_27.json
160,map,willamette-valley,"Willamette Valley, OR",Phineapoo,Phineapoo,https://github.com/Phineapoo,21,21,165,165,144,144,snapshot_2026_09_26.json,snapshot_2026_08_27.json
161,map,piedmont-triad,Piedmont Triad,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,21,21,161,161,140,140,snapshot_2026_09_26.json,snapshot_2026_08_27.json
162,map,charleston-sc,"Charleston, SC",PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,21,21,160,160,139,139,snapshot_2026_09_26.json,snapshot_2026_08_27.json
163,map,mfn-rdu,Raleigh,crumpetime,muffintime,https://github.com/crumpetime,21,21,151,151,130,130,snapshot_2026_09_26.json,snapshot_2026_08_27.json
164,map,wilmington-nc,"Wilmington, NC",PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,21,21,147,147,126,126,snapshot_2026_09_26.json,snapshot_2026_08_27.json
165,map,dayton-oh,Dayton,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,21,21,128,128,107,107,snapshot_2026_09_26.json,snapshot_2026_08_27.json
166,map,pulau-pinang,Pulau Pinang,nzh0172,naz,https://github.com/nzh0172,21,21,125,125,104,104,snapshot_2026_09_26.json,snapshot_2026_08_27.json
167,map,toledo-oh,Toledo,bean1322,bean1322,https://github.com/bean1322,21,21,100,100,79,79,snapshot_2026_09_26.json,snapshot_2026_08_27.json
168,map,akron-oh,"Akron, OH",bean1322,bean1322,https://github.com/bean1322,21,21,99,99,78,78,snapshot_2026_09_26.json,snapshot_2026_08_27.json
169,map,eurodistrict-bale,Eurodistrict of Basel,pierreggt,pierreggt,https://github.com/pierreggt,21,21,65,65,44,44,snapshot_2026_09_26.json,snapshot_2026_08_27.json
170,map,yukina-pl-wroclaw,Wrocław,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,20,20,499,499,479,479,snapshot_2026_09_26.json,snapshot_2026_08_27.json
171,map,rennes,Rennes,pierreggt,pierreggt,https://github.com/pierreggt,20,20,170,170,150,150,snapshot_2026_09_26.json,snapshot_2026_08_27.json
172,map,seoul-4,Seoul (40km×40km),kimth9,kimth9,https://github.com/kimth9,19,19,2560,2560,2541,2541,snapshot_2026_09_26.json,snapshot_2026_08_27.json
173,map,greater-kuala-lumpur,Greater Kuala Lumpur,nzh0172,naz,https://github.com/nzh0172,19,19,556,556,537,537,snapshot_2026_09_26.json,snapshot_2026_08_27.json
174,mod,resizable-ui,Resizable UI,Tesarzh,Tesarzh,https://github.com/Tesarzh,19,19,236,236,217,217,snapshot_2026_09_26.json,snapshot_2026_08_27.json
175,map,au-adelaide,Adelaide,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,19,19,188,188,169,169,snapshot_2026_09_26.json,snapshot_2026_08_27.json
176,map,moenchengladbach,Mönchengladbach,pierreggt,pierreggt,https://github.com/pierreggt,19,19,19,19,0,0,snapshot_2026_09_26.json,snapshot_2026_08_27.json
177,map,yukina-kobe-akashi,神戸・姫路 (Kōbe & Himeji),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,18,18,835,835,817,817,snapshot_2026_09_26.json,snapshot_2026_08_27.json
178,map,dubai,Dubai,ryandicicco,ryandicicco,https://github.com/ryandicicco,18,18,566,566,548,548,snapshot_2026_09_26.json,snapshot_2026_08_27.json
179,map,sofia-bulgaria,Sofia,giannons46,giannons46,https://github.com/giannons46,18,18,165,165,147,147,snapshot_2026_09_26.json,snapshot_2026_08_27.json
180,map,yukina-pl-szczecin,Szczecin,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,17,17,275,275,258,258,snapshot_2026_09_26.json,snapshot_2026_08_27.json
181,map,au-canberra,Canberra,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,17,17,155,155,138,138,snapshot_2026_09_26.json,snapshot_2026_08_27.json
182,map,rotterdam-the-hague,Rotterdam-The Hague,ryandicicco,ryandicicco,https://github.com/ryandicicco,16,16,834,834,818,818,snapshot_2026_09_26.json,snapshot_2026_08_27.json
183,map,tel-aviv,Tel Aviv,BarKuperman,BarKuperman,https://github.com/BarKuperman,16,16,738,738,722,722,snapshot_2026_09_26.json,snapshot_2026_08_27.json
184,map,bilbao,Bilbao,Maximilian284,max02,https://github.com/Maximilian284,16,16,495,495,479,479,snapshot_2026_09_26.json,snapshot_2026_08_27.json
185,map,yukina-tw-tainan,臺南 (Tainan),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,16,16,376,376,360,360,snapshot_2026_09_26.json,snapshot_2026_08_27.json
186,map,brussels,Brussels,lexenygma,lexenygma,https://github.com/lexenygma,16,16,116,116,100,100,snapshot_2026_09_26.json,snapshot_2026_08_27.json
187,map,arc-mediterraneen,L'Arc Méditerranéen,pierreggt,pierreggt,https://github.com/pierreggt,16,16,44,44,28,28,snapshot_2026_09_26.json,snapshot_2026_08_27.json
188,map,pays-basque,Euskal Herria,pierreggt,pierreggt,https://github.com/pierreggt,16,16,40,40,24,24,snapshot_2026_09_26.json,snapshot_2026_08_27.json
189,map,yukina-sk-kosice-presov,Košice - Prešov,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,16,16,36,36,20,20,snapshot_2026_09_26.json,snapshot_2026_08_27.json
190,map,ottawa,Ottawa,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,15,15,856,856,841,841,snapshot_2026_09_26.json,snapshot_2026_08_27.json
191,map,busan-4,Busan (40km×40km),kimth9,kimth9,https://github.com/kimth9,14,14,1091,1091,1077,1077,snapshot_2026_09_26.json,snapshot_2026_08_27.json
192,map,yukina-pl-lodz,Łódź,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,14,14,407,407,393,393,snapshot_2026_09_26.json,snapshot_2026_08_27.json
193,map,ankara,Ankara,pierreggt,pierreggt,https://github.com/pierreggt,14,14,135,135,121,121,snapshot_2026_09_26.json,snapshot_2026_08_27.json
194,map,sevilla,Sevilla,Maximilian284,max02,https://github.com/Maximilian284,14,14,133,133,119,119,snapshot_2026_09_26.json,snapshot_2026_08_27.json
195,map,beirut,Beirut,pierreggt,pierreggt,https://github.com/pierreggt,14,14,40,40,26,26,snapshot_2026_09_26.json,snapshot_2026_08_27.json
196,map,corse,Corse,pierreggt,pierreggt,https://github.com/pierreggt,14,14,39,39,25,25,snapshot_2026_09_26.json,snapshot_2026_08_27.json
197,map,yukina-sk-banska-bystrica,Banská Bystrica,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,14,14,32,32,18,18,snapshot_2026_09_26.json,snapshot_2026_08_27.json
198,mod,la-metro-trainpack,LA Metro Trainpack,NoahGarrf,NoahGarrf,https://github.com/NoahGarrf,14,14,14,14,0,0,snapshot_2026_09_26.json,snapshot_2026_08_27.json
199,map,quebec-city,Quebec City,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,13,13,669,669,656,656,snapshot_2026_09_26.json,snapshot_2026_08_27.json
200,map,yukina-hakodate,函館 (Hakodate),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,13,13,513,513,500,500,snapshot_2026_09_26.json,snapshot_2026_08_27.json
201,map,au-perth,Perth,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,13,13,202,202,189,189,snapshot_2026_09_26.json,snapshot_2026_08_27.json
202,map,mississippi,Mississippi,JayToTheAy,JayToTheAy,https://github.com/JayToTheAy,13,13,143,143,130,130,snapshot_2026_09_26.json,snapshot_2026_08_27.json
203,map,ile-de-france,Paris (IDF),JcPires,JcPires,https://github.com/JcPires,13,13,91,91,78,78,snapshot_2026_09_26.json,snapshot_2026_08_27.json
204,map,antalya,Antalya,pierreggt,pierreggt,https://github.com/pierreggt,13,13,88,88,75,75,snapshot_2026_09_26.json,snapshot_2026_08_27.json
205,map,yukina-kitakyushu-shimonoseki,北九州・下関 (Kitakyūshū & Shimonoseki),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,12,12,561,561,549,549,snapshot_2026_09_26.json,snapshot_2026_08_27.json
206,map,yukina-niigata,新潟 (Niigata),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,12,12,492,492,480,480,snapshot_2026_09_26.json,snapshot_2026_08_27.json
207,map,turin,Turin,Maximilian284,max02,https://github.com/Maximilian284,12,12,298,298,286,286,snapshot_2026_09_26.json,snapshot_2026_08_27.json
208,map,nz-wellington,Wellington,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,12,12,163,163,151,151,snapshot_2026_09_26.json,snapshot_2026_08_27.json
209,map,amba,Buenos Aires,hernang87,hernang87,https://github.com/hernang87,12,12,140,140,128,128,snapshot_2026_09_26.json,snapshot_2026_08_27.json
210,map,yukina-tw-southern-taiwan,南臺灣 (Southern Taiwan),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,12,12,123,123,111,111,snapshot_2026_09_26.json,snapshot_2026_08_27.json
211,mod,anysave,AnySave,BarKuperman,BarKuperman,https://github.com/BarKuperman,12,12,112,112,100,100,snapshot_2026_09_26.json,snapshot_2026_08_27.json
212,map,damascus,Damascus,pierreggt,pierreggt,https://github.com/pierreggt,12,12,83,83,71,71,snapshot_2026_09_26.json,snapshot_2026_08_27.json
213,map,xiamen,Xiamen,Kronifer,Kronifer,https://github.com/Kronifer,12,12,68,68,56,56,snapshot_2026_09_26.json,snapshot_2026_08_27.json
214,map,yukina-sk-poprad-spisska-nova-ves,Poprad - Spišská Nová Ves,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,12,12,24,24,12,12,snapshot_2026_09_26.json,snapshot_2026_08_27.json
215,map,edmonton,Edmonton,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,11,11,629,629,618,618,snapshot_2026_09_26.json,snapshot_2026_08_27.json
216,map,yukina-kagoshima-kirishima,鹿児島 (Kagoshima),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,11,11,404,404,393,393,snapshot_2026_09_26.json,snapshot_2026_08_27.json
217,map,rochester,Rochester,rslurry,slurry,https://github.com/rslurry,11,11,243,243,232,232,snapshot_2026_09_26.json,snapshot_2026_08_27.json
218,map,yukina-sk-nitra,Nitra,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,11,11,25,25,14,14,snapshot_2026_09_26.json,snapshot_2026_08_27.json
219,map,seoul-3,Seoul (30km×30km),kimth9,kimth9,https://github.com/kimth9,10,10,1293,1293,1283,1283,snapshot_2026_09_26.json,snapshot_2026_08_27.json
220,map,yukina-shizuoka-hamamatsu,静岡・浜松 (Shizuoka/Hamamatsu),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,10,10,377,377,367,367,snapshot_2026_09_26.json,snapshot_2026_08_27.json
221,map,yukina-bydgoszcz-torun,Bydgoszcz - Toruń,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,10,10,341,341,331,331,snapshot_2026_09_26.json,snapshot_2026_08_27.json
222,map,yukina-pl-lublin,Lublin,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,10,10,218,218,208,208,snapshot_2026_09_26.json,snapshot_2026_08_27.json
223,map,palma-de-mallorca,Palma de Mallorca,Maximilian284,max02,https://github.com/Maximilian284,10,10,142,142,132,132,snapshot_2026_09_26.json,snapshot_2026_08_27.json
224,map,tehran,Tehran,pierreggt,pierreggt,https://github.com/pierreggt,10,10,64,64,54,54,snapshot_2026_09_26.json,snapshot_2026_08_27.json
225,map,muscat,Muscat,pierreggt,pierreggt,https://github.com/pierreggt,10,10,30,30,20,20,snapshot_2026_09_26.json,snapshot_2026_08_27.json
226,map,glasgow-edinburgh,Glasgow-Edinburgh,Kronifer,Kronifer,https://github.com/Kronifer,9,9,1035,1035,1026,1026,snapshot_2026_09_26.json,snapshot_2026_08_27.json
227,map,puerto-rico,Puerto Rico,rslurry,slurry,https://github.com/rslurry,9,9,758,758,749,749,snapshot_2026_09_26.json,snapshot_2026_08_27.json
228,map,yukina-nagasaki,長崎 (Nagasaki),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,9,9,460,460,451,451,snapshot_2026_09_26.json,snapshot_2026_08_27.json
229,map,yukina-okayama,岡山 (Okayama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,9,9,301,301,292,292,snapshot_2026_09_26.json,snapshot_2026_08_27.json
230,map,bergen-stavanger-no,Bergen-Stavanger,rslurry,slurry,https://github.com/rslurry,9,9,276,276,267,267,snapshot_2026_09_26.json,snapshot_2026_08_27.json
231,map,yukina-ua-lviv,Львів / Lviv,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,9,9,116,116,107,107,snapshot_2026_09_26.json,snapshot_2026_08_27.json
232,map,riyadh,Riyadh,pierreggt,pierreggt,https://github.com/pierreggt,9,9,49,49,40,40,snapshot_2026_09_26.json,snapshot_2026_08_27.json
233,map,brest,Brest,pierreggt,pierreggt,https://github.com/pierreggt,9,9,23,23,14,14,snapshot_2026_09_26.json,snapshot_2026_08_27.json
234,map,yukina-sk-zilina,Žilina,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,9,9,22,22,13,13,snapshot_2026_09_26.json,snapshot_2026_08_27.json
235,map,tampa-bay,Tampa Bay,rslurry,slurry,https://github.com/rslurry,8,8,1020,1020,1012,1012,snapshot_2026_09_26.json,snapshot_2026_08_27.json
236,mod,cinematic-camera,Cinematic Camera,TransitCore,TransitCore,https://github.com/TransitCore,8,8,615,615,607,607,snapshot_2026_09_26.json,snapshot_2026_08_27.json
237,map,rhode-island,Rhode Island,rslurry,slurry,https://github.com/rslurry,8,8,460,460,452,452,snapshot_2026_09_26.json,snapshot_2026_08_27.json
238,map,naples,Naples,Maximilian284,max02,https://github.com/Maximilian284,8,8,435,435,427,427,snapshot_2026_09_26.json,snapshot_2026_08_27.json
239,map,cape-town,Cape Town,worstboyinaustral1a,worstboyinaustral1a,https://github.com/worstboyinaustral1a,8,8,360,360,352,352,snapshot_2026_09_26.json,snapshot_2026_08_27.json
240,map,oklahoma-city,Oklahoma City,ryandicicco,ryandicicco,https://github.com/ryandicicco,8,8,348,348,340,340,snapshot_2026_09_26.json,snapshot_2026_08_27.json
241,map,yukina-tw-hsinchu,新竹 (Hsinchu),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,8,8,305,305,297,297,snapshot_2026_09_26.json,snapshot_2026_08_27.json
242,map,nz-christchurch,Christchurch,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,8,8,124,124,116,116,snapshot_2026_09_26.json,snapshot_2026_08_27.json
243,map,yukina-ua-odesa,Одеса / Odesa,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,8,8,120,120,112,112,snapshot_2026_09_26.json,snapshot_2026_08_27.json
244,map,kuwait-city,Kuwait City,pierreggt,pierreggt,https://github.com/pierreggt,8,8,27,27,19,19,snapshot_2026_09_26.json,snapshot_2026_08_27.json
245,map,martinique,Martinique,pierreggt,pierreggt,https://github.com/pierreggt,8,8,24,24,16,16,snapshot_2026_09_26.json,snapshot_2026_08_27.json
246,map,yukina-sk-trencin,Trenčín,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,8,8,19,19,11,11,snapshot_2026_09_26.json,snapshot_2026_08_27.json
247,map,monterrey,Monterrey,rslurry,slurry,https://github.com/rslurry,7,7,810,810,803,803,snapshot_2026_09_26.json,snapshot_2026_08_27.json
248,map,guadalajara,Guadalajara,rslurry,slurry,https://github.com/rslurry,7,7,716,716,709,709,snapshot_2026_09_26.json,snapshot_2026_08_27.json
249,map,orlando,Orlando,rslurry,slurry,https://github.com/rslurry,7,7,538,538,531,531,snapshot_2026_09_26.json,snapshot_2026_08_27.json
250,map,winnipeg,Winnipeg,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,7,7,498,498,491,491,snapshot_2026_09_26.json,snapshot_2026_08_27.json
251,map,yukina-matsuyama,松山 (Matsuyama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,7,7,432,432,425,425,snapshot_2026_09_26.json,snapshot_2026_08_27.json
252,mod,kr-ktp,Korean Transit Pack,kimth9,kimth9,https://github.com/kimth9,7,7,427,427,420,420,snapshot_2026_09_26.json,snapshot_2026_08_27.json
253,map,mfn-hamptonroads,Norfolk,crumpetime,muffintime,https://github.com/crumpetime,7,7,312,312,305,305,snapshot_2026_09_26.json,snapshot_2026_08_27.json
254,map,yukina-tsugaru,津軽 (Tsugaru),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,7,7,308,308,301,301,snapshot_2026_09_26.json,snapshot_2026_08_27.json
255,map,pianura-veneta,Pianura Veneta,Maximilian284,max02,https://github.com/Maximilian284,7,7,244,244,237,237,snapshot_2026_09_26.json,snapshot_2026_08_27.json
256,map,nice-cote-d-azur,Nice,pierreggt,pierreggt,https://github.com/pierreggt,7,7,202,202,195,195,snapshot_2026_09_26.json,snapshot_2026_08_27.json
257,mod,hide-and-seek,Hide+Seek: The Mod [beta],nzh0172,naz,https://github.com/nzh0172,7,7,132,132,125,125,snapshot_2026_09_26.json,snapshot_2026_08_27.json
258,map,yukina-fuji-numazu,富士・沼津 (Fuji & Numazu),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,7,7,103,103,96,96,snapshot_2026_09_26.json,snapshot_2026_08_27.json
259,map,yukina-kanazawa,金沢 (Kanazawa),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,7,7,89,89,82,82,snapshot_2026_09_26.json,snapshot_2026_08_27.json
260,map,alicante,Alicante,Maximilian284,max02,https://github.com/Maximilian284,7,7,88,88,81,81,snapshot_2026_09_26.json,snapshot_2026_08_27.json
261,map,alexandria,Alexandria,pierreggt,pierreggt,https://github.com/pierreggt,7,7,41,41,34,34,snapshot_2026_09_26.json,snapshot_2026_08_27.json
262,map,jeddah-mecca,Jeddah & Mecca,pierreggt,pierreggt,https://github.com/pierreggt,7,7,37,37,30,30,snapshot_2026_09_26.json,snapshot_2026_08_27.json
263,map,guadeloupe,Guadeloupe,pierreggt,pierreggt,https://github.com/pierreggt,7,7,23,23,16,16,snapshot_2026_09_26.json,snapshot_2026_08_27.json
264,mod,chinese-trains,Chinese Trains,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,6,6,508,508,502,502,snapshot_2026_09_26.json,snapshot_2026_08_27.json
265,map,south-florida,South Florida,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,6,6,440,440,434,434,snapshot_2026_09_26.json,snapshot_2026_08_27.json
266,map,yukina-toyama,富山 (Toyama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,6,6,394,394,388,388,snapshot_2026_09_26.json,snapshot_2026_08_27.json
267,map,santa-barbara,Santa Barbara,rslurry,slurry,https://github.com/rslurry,6,6,241,241,235,235,snapshot_2026_09_26.json,snapshot_2026_08_27.json
268,map,yukina-tw-chiayi,嘉義 (Chiayi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,6,6,236,236,230,230,snapshot_2026_09_26.json,snapshot_2026_08_27.json
269,map,yukina-pl-bialystok,Białystok,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,6,6,196,196,190,190,snapshot_2026_09_26.json,snapshot_2026_08_27.json
270,map,yukina-ee-tartu,Tartu,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,6,6,155,155,149,149,snapshot_2026_09_26.json,snapshot_2026_08_27.json
271,map,yukina-ua-kharkiv,Харків / Kharkiv,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,6,6,116,116,110,110,snapshot_2026_09_26.json,snapshot_2026_08_27.json
272,map,springfield-il,"Springfield, IL",NerdieSanders,NerdieSanders,https://github.com/NerdieSanders,6,6,46,46,40,40,snapshot_2026_09_26.json,snapshot_2026_08_27.json
273,map,reunion,La Réunion,pierreggt,pierreggt,https://github.com/pierreggt,6,6,41,41,35,35,snapshot_2026_09_26.json,snapshot_2026_08_27.json
274,map,incheon-4,Incheon (40km×40km),kimth9,kimth9,https://github.com/kimth9,5,5,781,781,776,776,snapshot_2026_09_26.json,snapshot_2026_08_27.json
275,map,cairo,Cairo,ryandicicco,ryandicicco,https://github.com/ryandicicco,5,5,470,470,465,465,snapshot_2026_09_26.json,snapshot_2026_08_27.json
276,map,yukina-asahikawa,旭川 (Asahikawa),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,5,5,321,321,316,316,snapshot_2026_09_26.json,snapshot_2026_08_27.json
277,map,yukina-nakaumi,中海 (Nakaumi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,5,5,305,305,300,300,snapshot_2026_09_26.json,snapshot_2026_08_27.json
278,map,florence,Florence,Maximilian284,max02,https://github.com/Maximilian284,5,5,286,286,281,281,snapshot_2026_09_26.json,snapshot_2026_08_27.json
279,map,greater-portland,Greater Portland,rslurry,slurry,https://github.com/rslurry,5,5,283,283,278,278,snapshot_2026_09_26.json,snapshot_2026_08_27.json
280,map,genoa,Genoa,Maximilian284,max02,https://github.com/Maximilian284,5,5,259,259,254,254,snapshot_2026_09_26.json,snapshot_2026_08_27.json
281,map,bordeaux-arcachon-libourne,Bordeaux,pierreggt,pierreggt,https://github.com/pierreggt,5,5,222,222,217,217,snapshot_2026_09_26.json,snapshot_2026_08_27.json
282,map,tromso-no,Tromsø,rslurry,slurry,https://github.com/rslurry,5,5,213,213,208,208,snapshot_2026_09_26.json,snapshot_2026_08_27.json
283,map,trondheim-no,Trondheim,rslurry,slurry,https://github.com/rslurry,5,5,183,183,178,178,snapshot_2026_09_26.json,snapshot_2026_08_27.json
284,map,garda-lake,Garda Lake,Maximilian284,max02,https://github.com/Maximilian284,5,5,181,181,176,176,snapshot_2026_09_26.json,snapshot_2026_08_27.json
285,map,yukina-lv-daugavpils,Daugavpils,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,5,5,159,159,154,154,snapshot_2026_09_26.json,snapshot_2026_08_27.json
286,map,yukina-pl-central-pomerania,Pomorze Środkowe,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,5,5,104,104,99,99,snapshot_2026_09_26.json,snapshot_2026_08_27.json
287,map,yukina-ua-dnipro,Дніпро / Dnipro,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,5,5,101,101,96,96,snapshot_2026_09_26.json,snapshot_2026_08_27.json
288,map,yukina-akita,秋田 (Akita),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,5,5,86,86,81,81,snapshot_2026_09_26.json,snapshot_2026_08_27.json
289,map,mfn-rsw,Fort Myers,crumpetime,muffintime,https://github.com/crumpetime,5,5,72,72,67,67,snapshot_2026_09_26.json,snapshot_2026_08_27.json
290,map,metz-nancy,Metz - Nancy,pierreggt,pierreggt,https://github.com/pierreggt,5,5,24,24,19,19,snapshot_2026_09_26.json,snapshot_2026_08_27.json
291,map,aleppo,Aleppo,pierreggt,pierreggt,https://github.com/pierreggt,5,5,22,22,17,17,snapshot_2026_09_26.json,snapshot_2026_08_27.json
292,map,rouen,Rouen,pierreggt,pierreggt,https://github.com/pierreggt,5,5,21,21,16,16,snapshot_2026_09_26.json,snapshot_2026_08_27.json
293,map,le-mans,Le Mans,pierreggt,pierreggt,https://github.com/pierreggt,5,5,18,18,13,13,snapshot_2026_09_26.json,snapshot_2026_08_27.json
294,map,tijuana-san-diego,Tijuana-San Diego,rslurry,slurry,https://github.com/rslurry,4,4,434,434,430,430,snapshot_2026_09_26.json,snapshot_2026_08_27.json
295,map,yukina-kochi,高知 (Kōchi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,401,401,397,397,snapshot_2026_09_26.json,snapshot_2026_08_27.json
296,map,yukina-yamagata,山形 (Yamagata),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,391,391,387,387,snapshot_2026_09_26.json,snapshot_2026_08_27.json
297,map,san-antonio,San Antonio,rslurry,slurry,https://github.com/rslurry,4,4,319,319,315,315,snapshot_2026_09_26.json,snapshot_2026_08_27.json
298,map,cdmx-core,CDMX Core,rslurry,slurry,https://github.com/rslurry,4,4,308,308,304,304,snapshot_2026_09_26.json,snapshot_2026_08_27.json
299,map,yukina-nakadoori,中通り (Nakadōri),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,304,304,300,300,snapshot_2026_09_26.json,snapshot_2026_08_27.json
300,map,yukina-takamatsu,高松 (Takamatsu),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,294,294,290,290,snapshot_2026_09_26.json,snapshot_2026_08_27.json
301,map,yukina-kumamoto,熊本 (Kumamoto),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,287,287,283,283,snapshot_2026_09_26.json,snapshot_2026_08_27.json
302,map,spokane,Spokane,ryandicicco,ryandicicco,https://github.com/ryandicicco,4,4,254,254,250,250,snapshot_2026_09_26.json,snapshot_2026_08_27.json
303,map,yukina-morioka,盛岡 (Morioka),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,236,236,232,232,snapshot_2026_09_26.json,snapshot_2026_08_27.json
304,map,greater-baltimore,Greater Baltimore,rslurry,slurry,https://github.com/rslurry,4,4,222,222,218,218,snapshot_2026_09_26.json,snapshot_2026_08_27.json
305,mod,copy-paste,Copy Paste,seanyushoumori,seanyushoumori,https://github.com/seanyushoumori,4,4,198,198,194,194,snapshot_2026_09_26.json,snapshot_2026_08_27.json
306,map,tri-cities,Tri-Cities,ryandicicco,ryandicicco,https://github.com/ryandicicco,4,4,197,197,193,193,snapshot_2026_09_26.json,snapshot_2026_08_27.json
307,map,yukina-ee-parnu,Pärnu,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,193,193,189,189,snapshot_2026_09_26.json,snapshot_2026_08_27.json
308,map,bari,Bari,Maximilian284,max02,https://github.com/Maximilian284,4,4,187,187,183,183,snapshot_2026_09_26.json,snapshot_2026_08_27.json
309,map,palermo,Palermo,Maximilian284,max02,https://github.com/Maximilian284,4,4,168,168,164,164,snapshot_2026_09_26.json,snapshot_2026_08_27.json
310,map,yukina-pl-zielona-gora,Zielona Góra,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,112,112,108,108,snapshot_2026_09_26.json,snapshot_2026_08_27.json
311,map,yukina-pl-opole,Opole,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,106,106,102,102,snapshot_2026_09_26.json,snapshot_2026_08_27.json
312,map,yukina-maebashi,前橋 (Maebashi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,83,83,79,79,snapshot_2026_09_26.json,snapshot_2026_08_27.json
313,map,yukina-fukui,福井 (Fukui),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,72,72,68,68,snapshot_2026_09_26.json,snapshot_2026_08_27.json
314,map,yukina-oita,大分 (Ōita),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,66,66,62,62,snapshot_2026_09_26.json,snapshot_2026_08_27.json
