rank,id,name,author,author_alias,attribution_link,city_code,country,population,population_count,points_count,n_cells,mean_point_density,median_resident_weighted_nn_km,mean_resident_weighted_nn_km,median_worker_weighted_nn_km,mean_worker_weighted_nn_km,detail_radius_km,detail_score,playable_area_cells,median_cell_resident_density,mean_cell_resident_density,pct_cells_with_residents,median_cell_worker_density,mean_cell_worker_density,pct_cells_with_workers,median_commute_distance,mean_commute_distance,detected_center_count,polycentrism_score
131,mfn-msy,New Orleans,crumpetime,muffintime,https://github.com/crumpetime,MSY,US,938027,175265,5125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,yukina-kumamoto,熊本 (Kumamoto),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,KMJ,JP,936540,29444,12964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,chiclayo,Chiclayo,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,CIX,PE,919138,8351,14943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,turin,Turin,Maximilian284,max02,https://github.com/Maximilian284,TOR,IT,910203,14127,5885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,calgary,Calgary,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,YYC,CA,890139,7422,3512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,yukina-okinawa,沖縄 (Okinawa),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,OKA,JP,876167,20698,5744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,yukina-tw-hsinchu,新竹 (Hsinchu),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,HSZ,TW,872439,18807,5654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,jacksonville,Jacksonville,rslurry,slurry,https://github.com/rslurry,JAX,US,869636,52907,2667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,yukina-ua-odesa,Одеса / Odesa,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,ODS,UA,859701,21860,12268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,pulau-pinang,Pulau Pinang,nzh0172,naz,https://github.com/nzh0172,PEN,MY,852976,6708,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,pianura-emiliana,Pianura Emiliana,Maximilian284,max02,https://github.com/Maximilian284,PRM,IT,841395,9437,5915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,antalya,Antalya,pierreggt,pierreggt,https://github.com/pierreggt,ANT,TR,841300,7532,5129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,nashville,Nashville,soccerjonj,soccerjonj,https://github.com/soccerjonj,BNA,US,838863,60682,2807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,yukina-ua-dnipro,Дніпро / Dnipro,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,DNK,UA,826998,22748,13947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,amsterdam,Amsterdam,ryandicicco,ryandicicco,https://github.com/ryandicicco,AMS,NL,821203,11092,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,yukina-tw-chiayi,嘉義 (Chiayi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,CYI,TW,814213,22106,9957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,huancayo-jauja,Huancayo/Jauja,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,JAU,PE,813602,7366,20943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,bilbao,Bilbao,Maximilian284,max02,https://github.com/Maximilian284,ESBI,ES,804134,23063,1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,edmonton,Edmonton,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,YEG,CA,798307,6612,3374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,jeju-f,Jeju (Full Island),kimth9,kimth9,https://github.com/kimth9,CJUF,KR,795684,12281,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,mexicali,Mexicali-Imperial Valley-Yuma,rslurry,slurry,https://github.com/rslurry,MXL,MX,794931,37482,2624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,nz-auckland,Auckland,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,AKL,NZ,790941,6672,4317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,cusco,Cusco,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,CUZ,PE,786360,7086,23619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,san-juan,San Juan,rslurry,slurry,https://github.com/rslurry,SJU,PR,773862,9703,2686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,jeju-4,Jeju (40km×40km),kimth9,kimth9,https://github.com/kimth9,CJU4,KR,770019,11188,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,yukina-ua-lviv,Львів / Lviv,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,LWO,UA,764746,29973,17524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,mfn-hamptonroads,Norfolk,crumpetime,muffintime,https://github.com/crumpetime,ORF,US,760585,61472,2270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,sacramento,Sacramento,soccerjonj,soccerjonj,https://github.com/soccerjonj,SMF,US,755810,55081,2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,montpellier-mediterranee,Montpellier,pierreggt,pierreggt,https://github.com/pierreggt,MTP,FR,754524,37845,6671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,yukina-kagoshima-kirishima,鹿児島 (Kagoshima),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,KOJ,JP,752140,23103,10185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,memphis,Memphis,rslurry,slurry,https://github.com/rslurry,MEM,US,739736,39229,1454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,ottawa,Ottawa,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,YOW,CA,739120,6239,3348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,lyon,Lyon,pierreggt,pierreggt,https://github.com/pierreggt,LSY,FR,736894,12984,3608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,bergen-stavanger-no,Bergen-Stavanger,rslurry,slurry,https://github.com/rslurry,BGSV,NO,735675,36543,14696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,dublin,Dublin,Kronifer,Kronifer,https://github.com/Kronifer,DUB,IE,732172,3391,3265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,yukina-bydgoszcz-torun,Bydgoszcz - Toruń,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,BZG,PL,725886,30168,20690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,bordeaux-arcachon-libourne,Bordeaux,pierreggt,pierreggt,https://github.com/pierreggt,BOD,FR,722159,42528,7599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,yukina-fuji-numazu,富士・沼津 (Fuji & Numazu),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,FJN,JP,720484,21399,9481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,rotterdam-the-hague,Rotterdam-The Hague,ryandicicco,ryandicicco,https://github.com/ryandicicco,RTM,NL,712179,10723,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,yukina-kanazawa,金沢 (Kanazawa),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,KMQ,JP,711278,20614,9199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,yukina-matsuyama,松山 (Matsuyama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,MYJ,JP,709738,20658,9201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,yukina-toyama,富山 (Toyama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,TOY,JP,707097,23129,12127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,yukina-lv-riga,Rīga,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,RIX,LV,702689,27035,17237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,yukina-nakadoori,中通り (Nakadōri),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,FKS,JP,685331,24742,13070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,marseille,Marseille,pierreggt,pierreggt,https://github.com/pierreggt,MAR,FR,681085,11992,4874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,au-adelaide,Adelaide,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,ADL,AU,661340,5225,3098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,bari,Bari,Maximilian284,max02,https://github.com/Maximilian284,BAR,IT,660455,7869,3875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,jeju-3,Jeju (30km×30km),kimth9,kimth9,https://github.com/kimth9,CJU3,KR,654905,9400,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,yukina-mito-hitachi,水戸・日立 (Mito & Hitachi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,QIS,JP,630392,21793,11408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,riviera-romagnola,Riviera Romagnola,Maximilian284,max02,https://github.com/Maximilian284,RIV,IT,630314,7433,4349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,palma-de-mallorca,Palma de Mallorca,Maximilian284,max02,https://github.com/Maximilian284,ESPM,ES,629588,18163,1598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,florence,Florence,Maximilian284,max02,https://github.com/Maximilian284,FIR,IT,626808,8434,3697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,yukina-nagano,長野 (Nagano),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,QNG,JP,624892,21616,11038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,yukina-takamatsu,高松 (Takamatsu),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,TAK,JP,624171,19567,9207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,lille,Lille,pierreggt,pierreggt,https://github.com/pierreggt,LIL,FR,622652,11676,6472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,mfn-rdu,Raleigh,crumpetime,muffintime,https://github.com/crumpetime,RDU,US,618227,73872,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,saltillo,Saltillo,rslurry,slurry,https://github.com/rslurry,SLW,MX,612580,19716,1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,yukina-lt-vilnius,Vilnius,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,VNO,LT,584223,19931,11385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,yukina-cz-ostrava,Ostrava,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,OSR,CZ,579748,40758,13982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,yukina-morioka,盛岡 (Morioka),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,HNA,JP,579655,30327,16445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,yukina-cz-brno,Brno,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,BRQ,CZ,567152,40034,12715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,palermo,Palermo,Maximilian284,max02,https://github.com/Maximilian284,PAL,IT,566901,8946,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,yukina-akita,秋田 (Akita),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,AXT,JP,562394,30688,17079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,yukina-nagasaki,長崎 (Nagasaki),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,NGS,JP,557246,16510,7499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,toulouse,Toulouse,pierreggt,pierreggt,https://github.com/pierreggt,TLS,FR,554668,9397,5959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,iquitos,Iquitos,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,IQT,PE,540098,4622,10769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,yukina-yamaguchi,山口 (Yamaguchi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,UBJ,JP,532953,16727,8589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,chimbote,Chimbote,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,CHM,PE,532539,5297,4674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,yukina-oita,大分 (Ōita),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,OIT,JP,530914,23228,9756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,louisville,Louisville,soccerjonj,soccerjonj,https://github.com/soccerjonj,SDF,US,530833,48045,3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,catania,Catania,Maximilian284,max02,https://github.com/Maximilian284,CAT,IT,530181,7992,3552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,yukina-pl-lublin,Lublin,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,LUZ,PL,524110,25097,17934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,yukina-miyazaki,宮崎 (Miyazaki),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,KMI,JP,517905,24155,11609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,yukina-fukuyama,福山 (Fukuyama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,QFY,JP,506680,16029,7973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,yukina-pl-szczecin,Szczecin,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,SZZ,PL,505150,18838,12185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,winnipeg,Winnipeg,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,YWG,CA,502477,4154,2119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,knoxville,Knoxville,rslurry,slurry,https://github.com/rslurry,KNOX,US,499081,46078,1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,quebec-city,Quebec City,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,YQB,CA,497019,4131,2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,yukina-yamagata,山形 (Yamagata),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,GAJ,JP,495795,22153,10468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,yukina-kofu,甲府 (Kōfu),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,KFU,JP,491651,22342,10276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,yukina-nakaumi,中海 (Nakaumi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,IZO,JP,484395,22130,10256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,nice-cote-d-azur,Nice,pierreggt,pierreggt,https://github.com/pierreggt,NCE,FR,478024,8676,6538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,santa-barbara,Santa Barbara,rslurry,slurry,https://github.com/rslurry,SBA,US,475304,30058,1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,jerusalem,Jerusalem,BarKuperman,BarKuperman,https://github.com/BarKuperman,JER,IL,473200,2366,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,yukina-pl-rzeszow,Rzeszów,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,RZE,PL,466439,24194,18367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,yukina-ua-zaporizhzhia,Запоріжжя / Zaporizhzhia,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,OZH,UA,460563,17139,9818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,genoa,Genoa,Maximilian284,max02,https://github.com/Maximilian284,GEN,IT,456057,6547,1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,yukina-pl-kielce,Kielce,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,KIE,PL,454991,24015,18166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,bologna,Bologna,Maximilian284,max02,https://github.com/Maximilian284,BOL,IT,454179,5584,2714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,richmond,Richmond,rslurry,slurry,https://github.com/rslurry,RIC,US,452742,63651,1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,piedmont-triad,Piedmont Triad,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,WGH,US,452333,49019,2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,nantes,Nantes,pierreggt,pierreggt,https://github.com/pierreggt,NTE,FR,447121,7263,4989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,yukina-matsumoto,松本 (Matsumoto),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,MMJ,JP,446451,19933,9585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,buffalo-ny,Buffalo,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,BUF,US,445021,31196,1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,waterloo,Region of Waterloo,Kronifer,Kronifer,https://github.com/Kronifer,YKF,CA,437817,3001,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,yukina-ee-tallinn,Tallinn,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,TLL,EE,436369,15293,10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,yukina-tokushima,徳島 (Tokushima),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,TKS,JP,430866,20295,9842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,yukina-tsugaru,津軽 (Tsugaru),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,AOJ,JP,426081,19237,9246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,akron-oh,"Akron, OH",bean1322,bean1322,https://github.com/bean1322,AKR,US,421326,45142,2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,yukina-lt-kaunas,Kaunas,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,KUN,LT,420693,18451,12739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,yukina-fukui,福井 (Fukui),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,FKJ,JP,419876,18303,8632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,yukina-wakayama,和歌山 (Wakayama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,WKY,JP,395639,16427,6898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,yukina-ua-kryvyi-rih,Кривий Ріг / Kryvyi Rih,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,KWG,UA,386555,17274,11203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,strasbourg,Strasbourg,pierreggt,pierreggt,https://github.com/pierreggt,STR,FR,371948,5509,2794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,rochester,Rochester,rslurry,slurry,https://github.com/rslurry,ROC,US,359848,26202,5062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,yukina-cz-hradec-pardubice,Hradec Králové - Pardubice,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,HKP,CZ,355592,25656,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,yukina-kochi,高知 (Kōchi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,KCZ,JP,353708,15195,6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,tri-cities,Tri-Cities,ryandicicco,ryandicicco,https://github.com/ryandicicco,PSC,US,353565,6403,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,yukina-cz-ustecko-chomutov,Ústí nad Labem - Chomutov,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,UCH,CZ,350318,24823,8108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,yukina-hachinohe,八戸 (Hachinohe),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,HHE,JP,345739,18380,10018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,albany,Albany,soccerjonj,soccerjonj,https://github.com/soccerjonj,ALB,US,328703,26823,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,mfn-madisonwi,Madison,crumpetime,muffintime,https://github.com/crumpetime,MSN,US,327350,48129,2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,charleston-sc,"Charleston, SC",PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,CHS,US,323867,19301,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,yukina-asahikawa,旭川 (Asahikawa),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,AKJ,JP,318077,15096,6937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,yukina-pl-bialystok,Białystok,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,BTK,PL,317034,13743,9411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,yukina-pl-opole,Opole,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,OPL,PL,314740,15678,11652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,yukina-cz-zlin,Zlín,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,ZLN,CZ,304757,20678,9461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,dayton-oh,Dayton,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,DAY,US,302604,25947,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,rennes,Rennes,pierreggt,pierreggt,https://github.com/pierreggt,RNS,FR,297940,4870,2987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,yukina-pl-czestochowa,Częstochowa,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,CZE,PL,296810,15411,11646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,trondheim-no,Trondheim,rslurry,slurry,https://github.com/rslurry,GTRD,NO,294397,16645,9218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,yukina-pl-plock-wloclawek,Płock - Włocławek,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,PLW,PL,287239,15444,12059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,yukina-pl-central-pomerania,Pomorze Środkowe,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,OSZ,PL,279697,12173,8897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,au-canberra,Canberra,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,CBR,AU,276209,2173,1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,yukina-cz-olomouc,Olomouc,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,OLO,CZ,270037,18737,7588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,yukina-pl-zielona-gora,Zielona Góra,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,IEG,PL,267818,12032,8466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,toledo-oh,Toledo,bean1322,bean1322,https://github.com/bean1322,TOL,US,264059,27347,2253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,yukina-pl-legnica,Legnica - LGOM,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,LEG,PL,263776,11250,7836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,mfn-northwestar,Northwest Arkansas,crumpetime,muffintime,https://github.com/crumpetime,XNA,US,261959,38101,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,nz-christchurch,Christchurch,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,CHC,NZ,261486,2254,1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,yukina-pl-radom,Radom,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,RDO,PL,260548,14312,10965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,yukina-pl-olsztyn,Olsztyn,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,SZY,PL,260068,11057,7740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,yukina-tw-hualien-taitung,花蓮・臺東 (Hualien & Taitung),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,TTT,TW,258889,10151,4313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,nz-wellington,Wellington,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,WEL,NZ,250788,2136,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,yukina-cz-plzen,Plzeň,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,PLZ,CZ,246595,17031,7039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,yukina-hakodate,函館 (Hakodate),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,HKD,JP,237047,10372,4299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
